,Time(s),B: 1.,B: 1. IL: 1.
0,0.0,200.0,0.0
1,2e-05,194.0,6.0
2,4e-05,192.0,8.0
3,6e-05,185.0,15.0
4,8e-05,182.0,18.0
5,0.0001,176.0,24.0
6,0.00012,174.0,26.0
7,0.00014,171.0,29.0
8,0.00016,163.0,37.0
9,0.00018,159.0,41.0
10,0.0002,158.0,42.0
11,0.00022,154.0,46.0
12,0.00024,154.0,46.0
13,0.00026,151.0,49.0
14,0.00028,149.0,51.0
15,0.0003,147.0,53.0
16,0.00032,146.0,54.0
17,0.00034,146.0,54.0
18,0.00036,144.0,56.0
19,0.00038,143.0,57.0
20,0.0004,139.0,61.0
21,0.00042,136.0,64.0
22,0.00044,135.0,65.0
23,0.00046,134.0,66.0
24,0.00048,131.0,69.0
25,0.0005,128.0,72.0
26,0.00052,127.0,73.0
27,0.00054,126.0,74.0
28,0.00056,123.0,77.0
29,0.00058,121.0,79.0
30,0.0006,120.0,80.0
31,0.00062,119.0,81.0
32,0.00064,118.0,82.0
33,0.00066,114.0,86.0
34,0.00068,112.0,88.0
35,0.0007,109.0,91.0
36,0.00072,107.0,93.0
37,0.00074,107.0,93.0
38,0.00076,103.0,97.0
39,0.00078,101.0,99.0
40,0.0008,105.0,95.0
41,0.00082,103.0,97.0
42,0.00084,102.0,98.0
43,0.00086,101.0,99.0
44,0.00088,100.0,100.0
45,0.0009,96.0,104.0
46,0.00092,96.0,104.0
47,0.00094,97.0,103.0
48,0.00096,96.0,104.0
49,0.00098,97.0,103.0
50,0.001,95.0,105.0
51,0.00102,94.0,106.0
52,0.00104,95.0,105.0
53,0.00106,96.0,104.0
54,0.00108,94.0,106.0
55,0.0011,95.0,105.0
56,0.00112,92.0,108.0
57,0.00114,91.0,109.0
58,0.00116,89.0,111.0
59,0.00118,89.0,111.0
60,0.0012,85.0,115.0
61,0.00122,84.0,116.0
62,0.00124,83.0,117.0
63,0.00126,81.0,119.0
64,0.00128,80.0,120.0
65,0.0013,77.0,123.0
66,0.00132,79.0,121.0
67,0.00134,82.0,118.0
68,0.00136,79.0,121.0
69,0.00138,79.0,121.0
70,0.0014,81.0,119.0
71,0.00142,82.0,118.0
72,0.00144,80.0,120.0
73,0.00146,79.0,121.0
74,0.00148,79.0,121.0
75,0.0015,76.0,124.0
76,0.00152,75.0,125.0
77,0.00154,75.0,125.0
78,0.00156,73.0,127.0
79,0.00158,72.0,128.0
80,0.0016,73.0,127.0
81,0.00162,71.0,129.0
82,0.00164,73.0,127.0
83,0.00166,71.0,129.0
84,0.00168,71.0,129.0
85,0.0017,69.0,131.0
86,0.00172,70.0,130.0
87,0.00174,68.0,132.0
88,0.00176,68.0,132.0
89,0.00178,68.0,132.0
90,0.0018,71.0,129.0
91,0.00182,70.0,130.0
92,0.00184,69.0,131.0
93,0.00186,68.0,132.0
94,0.00188,68.0,132.0
95,0.0019,69.0,131.0
96,0.00192,68.0,132.0
97,0.00194,66.0,134.0
98,0.00196,66.0,134.0
99,0.00198,67.0,133.0
100,0.002,67.0,133.0
101,0.00202,67.0,133.0
102,0.00204,66.0,134.0
103,0.00206,64.0,136.0
104,0.00208,64.0,136.0
105,0.0021,66.0,134.0
106,0.00212,65.0,135.0
107,0.00214,63.0,137.0
108,0.00216,64.0,136.0
109,0.00218,63.0,137.0
110,0.0022,67.0,133.0
111,0.00222,69.0,131.0
112,0.00224,68.0,132.0
113,0.00226,67.0,133.0
114,0.00228,67.0,133.0
115,0.0023,65.0,135.0
116,0.00232,66.0,134.0
117,0.00234,64.0,136.0
118,0.00236,62.0,138.0
119,0.00238,63.0,137.0
120,0.0024,64.0,136.0
121,0.00242,64.0,136.0
122,0.00244,62.0,138.0
123,0.00246,65.0,135.0
124,0.00248,67.0,133.0
125,0.0025,63.0,137.0
126,0.00252,67.0,133.0
127,0.00254,64.0,136.0
128,0.00256,62.0,138.0
129,0.00258,63.0,137.0
130,0.0026,62.0,138.0
131,0.00262,63.0,137.0
132,0.00264,60.0,140.0
133,0.00266,61.0,139.0
134,0.00268,64.0,136.0
135,0.0027,62.0,138.0
136,0.00272,60.0,140.0
137,0.00274,61.0,139.0
138,0.00276,61.0,139.0
139,0.00278,58.0,142.0
140,0.0028,56.0,144.0
141,0.00282,55.0,145.0
142,0.00284,54.0,146.0
143,0.00286,54.0,146.0
144,0.00288,51.0,149.0
145,0.0029,51.0,149.0
146,0.00292,51.0,149.0
147,0.00294,52.0,148.0
148,0.00296,51.0,149.0
149,0.00298,52.0,148.0
150,0.003,54.0,146.0
151,0.00302,53.0,147.0
152,0.00304,54.0,146.0
153,0.00306,55.0,145.0
154,0.00308,50.0,150.0
155,0.0031,49.0,151.0
156,0.00312,49.0,151.0
157,0.00314,48.0,152.0
158,0.00316,46.0,154.0
159,0.00318,46.0,154.0
160,0.0032,48.0,152.0
161,0.00322,49.0,151.0
162,0.00324,49.0,151.0
163,0.00326,50.0,150.0
164,0.00328,51.0,149.0
165,0.0033,53.0,147.0
166,0.00332,51.0,149.0
167,0.00334,48.0,152.0
168,0.00336,48.0,152.0
169,0.00338,46.0,154.0
170,0.0034,45.0,155.0
171,0.00342,48.0,152.0
172,0.00344,50.0,150.0
173,0.00346,50.0,150.0
174,0.00348,50.0,150.0
175,0.0035,49.0,151.0
176,0.00352,48.0,152.0
177,0.00354,49.0,151.0
178,0.00356,48.0,152.0
179,0.00358,47.0,153.0
180,0.0036,45.0,155.0
181,0.00362,44.0,156.0
182,0.00364,46.0,154.0
183,0.00366,49.0,151.0
184,0.00368,50.0,150.0
185,0.0037,48.0,152.0
186,0.00372,46.0,154.0
187,0.00374,45.0,155.0
188,0.00376,47.0,153.0
189,0.00378,46.0,154.0
190,0.0038,46.0,154.0
191,0.00382,47.0,153.0
192,0.00384,48.0,152.0
193,0.00386,46.0,154.0
194,0.00388,48.0,152.0
195,0.0039,49.0,151.0
196,0.00392,49.0,151.0
197,0.00394,50.0,150.0
198,0.00396,53.0,147.0
199,0.00398,49.0,151.0
200,0.004,51.0,149.0
201,0.00402,51.0,149.0
202,0.00404,52.0,148.0
203,0.00406,52.0,148.0
204,0.00408,51.0,149.0
205,0.0041,51.0,149.0
206,0.00412,50.0,150.0
207,0.00414,52.0,148.0
208,0.00416,48.0,152.0
209,0.00418,48.0,152.0
210,0.0042,49.0,151.0
211,0.00422,47.0,153.0
212,0.00424,47.0,153.0
213,0.00426,47.0,153.0
214,0.00428,47.0,153.0
215,0.0043,47.0,153.0
216,0.00432,47.0,153.0
217,0.00434,51.0,149.0
218,0.00436,48.0,152.0
219,0.00438,46.0,154.0
220,0.0044,44.0,156.0
221,0.00442,44.0,156.0
222,0.00444,41.0,159.0
223,0.00446,41.0,159.0
224,0.00448,40.0,160.0
225,0.0045,40.0,160.0
226,0.00452,39.0,161.0
227,0.00454,40.0,160.0
228,0.00456,41.0,159.0
229,0.00458,41.0,159.0
230,0.0046,42.0,158.0
231,0.00462,44.0,156.0
232,0.00464,45.0,155.0
233,0.00466,42.0,158.0
234,0.00468,41.0,159.0
235,0.0047,40.0,160.0
236,0.00472,41.0,159.0
237,0.00474,41.0,159.0
238,0.00476,41.0,159.0
239,0.00478,40.0,160.0
240,0.0048,41.0,159.0
241,0.00482,40.0,160.0
242,0.00484,39.0,161.0
243,0.00486,39.0,161.0
244,0.00488,41.0,159.0
245,0.0049,41.0,159.0
246,0.00492,44.0,156.0
247,0.00494,44.0,156.0
248,0.00496,46.0,154.0
249,0.00498,47.0,153.0
250,0.005,44.0,156.0
251,0.00502,44.0,156.0
252,0.00504,46.0,154.0
253,0.00506,47.0,153.0
254,0.00508,44.0,156.0
255,0.0051,43.0,157.0
256,0.00512,43.0,157.0
257,0.00514,44.0,156.0
258,0.00516,44.0,156.0
259,0.00518,44.0,156.0
260,0.0052,43.0,157.0
261,0.00522,44.0,156.0
262,0.00524,46.0,154.0
263,0.00526,44.0,156.0
264,0.00528,45.0,155.0
265,0.0053,44.0,156.0
266,0.00532,44.0,156.0
267,0.00534,45.0,155.0
268,0.00536,45.0,155.0
269,0.00538,46.0,154.0
270,0.0054,42.0,158.0
271,0.00542,41.0,159.0
272,0.00544,40.0,160.0
273,0.00546,40.0,160.0
274,0.00548,38.0,162.0
275,0.0055,36.0,164.0
276,0.00552,37.0,163.0
277,0.00554,38.0,162.0
278,0.00556,39.0,161.0
279,0.00558,38.0,162.0
280,0.0056,40.0,160.0
281,0.00562,39.0,161.0
282,0.00564,40.0,160.0
283,0.00566,42.0,158.0
284,0.00568,42.0,158.0
285,0.0057,44.0,156.0
286,0.00572,44.0,156.0
287,0.00574,43.0,157.0
288,0.00576,43.0,157.0
289,0.00578,43.0,157.0
290,0.0058,44.0,156.0
291,0.00582,42.0,158.0
292,0.00584,45.0,155.0
293,0.00586,44.0,156.0
294,0.00588,43.0,157.0
295,0.0059,41.0,159.0
296,0.00592,41.0,159.0
297,0.00594,40.0,160.0
298,0.00596,43.0,157.0
299,0.00598,47.0,153.0
300,0.006,48.0,152.0
301,0.00602,45.0,155.0
302,0.00604,45.0,155.0
303,0.00606,47.0,153.0
304,0.00608,44.0,156.0
305,0.0061,45.0,155.0
306,0.00612,45.0,155.0
307,0.00614,44.0,156.0
308,0.00616,43.0,157.0
309,0.00618,43.0,157.0
310,0.0062,44.0,156.0
311,0.00622,43.0,157.0
312,0.00624,44.0,156.0
313,0.00626,45.0,155.0
314,0.00628,45.0,155.0
315,0.0063,45.0,155.0
316,0.00632,43.0,157.0
317,0.00634,47.0,153.0
318,0.00636,46.0,154.0
319,0.00638,43.0,157.0
320,0.0064,45.0,155.0
321,0.00642,44.0,156.0
322,0.00644,46.0,154.0
323,0.00646,45.0,155.0
324,0.00648,48.0,152.0
325,0.0065,46.0,154.0
326,0.00652,48.0,152.0
327,0.00654,48.0,152.0
328,0.00656,46.0,154.0
329,0.00658,47.0,153.0
330,0.0066,47.0,153.0
331,0.00662,47.0,153.0
332,0.00664,47.0,153.0
333,0.00666,44.0,156.0
334,0.00668,43.0,157.0
335,0.0067,45.0,155.0
336,0.00672,43.0,157.0
337,0.00674,42.0,158.0
338,0.00676,43.0,157.0
339,0.00678,42.0,158.0
340,0.0068,43.0,157.0
341,0.00682,47.0,153.0
342,0.00684,44.0,156.0
343,0.00686,43.0,157.0
344,0.00688,44.0,156.0
345,0.0069,44.0,156.0
346,0.00692,42.0,158.0
347,0.00694,41.0,159.0
348,0.00696,40.0,160.0
349,0.00698,40.0,160.0
350,0.007,40.0,160.0
351,0.00702,42.0,158.0
352,0.00704,42.0,158.0
353,0.00706,43.0,157.0
354,0.00708,45.0,155.0
355,0.0071,46.0,154.0
356,0.00712,45.0,155.0
357,0.00714,46.0,154.0
358,0.00716,45.0,155.0
359,0.00718,45.0,155.0
360,0.0072,48.0,152.0
361,0.00722,47.0,153.0
362,0.00724,47.0,153.0
363,0.00726,49.0,151.0
364,0.00728,47.0,153.0
365,0.0073,46.0,154.0
366,0.00732,43.0,157.0
367,0.00734,43.0,157.0
368,0.00736,43.0,157.0
369,0.00738,40.0,160.0
370,0.0074,39.0,161.0
371,0.00742,41.0,159.0
372,0.00744,40.0,160.0
373,0.00746,42.0,158.0
374,0.00748,42.0,158.0
375,0.0075,44.0,156.0
376,0.00752,45.0,155.0
377,0.00754,46.0,154.0
378,0.00756,47.0,153.0
379,0.00758,48.0,152.0
380,0.0076,42.0,158.0
381,0.00762,42.0,158.0
382,0.00764,43.0,157.0
383,0.00766,43.0,157.0
384,0.00768,43.0,157.0
385,0.0077,44.0,156.0
386,0.00772,46.0,154.0
387,0.00774,48.0,152.0
388,0.00776,48.0,152.0
389,0.00778,47.0,153.0
390,0.0078,45.0,155.0
391,0.00782,45.0,155.0
392,0.00784,44.0,156.0
393,0.00786,46.0,154.0
394,0.00788,42.0,158.0
395,0.0079,42.0,158.0
396,0.00792,40.0,160.0
397,0.00794,41.0,159.0
398,0.00796,40.0,160.0
399,0.00798,40.0,160.0
400,0.008,43.0,157.0
401,0.00802,44.0,156.0
402,0.00804,44.0,156.0
403,0.00806,45.0,155.0
404,0.00808,44.0,156.0
405,0.0081,45.0,155.0
406,0.00812,49.0,151.0
407,0.00814,50.0,150.0
408,0.00816,50.0,150.0
409,0.00818,51.0,149.0
410,0.0082,48.0,152.0
411,0.00822,49.0,151.0
412,0.00824,51.0,149.0
413,0.00826,50.0,150.0
414,0.00828,49.0,151.0
415,0.0083,50.0,150.0
416,0.00832,52.0,148.0
417,0.00834,51.0,149.0
418,0.00836,52.0,148.0
419,0.00838,52.0,148.0
420,0.0084,51.0,149.0
421,0.00842,53.0,147.0
422,0.00844,53.0,147.0
423,0.00846,51.0,149.0
424,0.00848,50.0,150.0
425,0.0085,51.0,149.0
426,0.00852,51.0,149.0
427,0.00854,51.0,149.0
428,0.00856,50.0,150.0
429,0.00858,51.0,149.0
430,0.0086,52.0,148.0
431,0.00862,54.0,146.0
432,0.00864,53.0,147.0
433,0.00866,51.0,149.0
434,0.00868,53.0,147.0
435,0.0087,55.0,145.0
436,0.00872,52.0,148.0
437,0.00874,52.0,148.0
438,0.00876,51.0,149.0
439,0.00878,50.0,150.0
440,0.0088,51.0,149.0
441,0.00882,50.0,150.0
442,0.00884,50.0,150.0
443,0.00886,49.0,151.0
444,0.00888,48.0,152.0
445,0.0089,48.0,152.0
446,0.00892,50.0,150.0
447,0.00894,50.0,150.0
448,0.00896,50.0,150.0
449,0.00898,47.0,153.0
450,0.009,48.0,152.0
451,0.00902,47.0,153.0
452,0.00904,45.0,155.0
453,0.00906,45.0,155.0
454,0.00908,45.0,155.0
455,0.0091,44.0,156.0
456,0.00912,45.0,155.0
457,0.00914,44.0,156.0
458,0.00916,45.0,155.0
459,0.00918,42.0,158.0
460,0.0092,42.0,158.0
461,0.00922,44.0,156.0
462,0.00924,44.0,156.0
463,0.00926,39.0,161.0
464,0.00928,40.0,160.0
465,0.0093,43.0,157.0
466,0.00932,40.0,160.0
467,0.00934,40.0,160.0
468,0.00936,42.0,158.0
469,0.00938,43.0,157.0
470,0.0094,44.0,156.0
471,0.00942,42.0,158.0
472,0.00944,39.0,161.0
473,0.00946,39.0,161.0
474,0.00948,43.0,157.0
475,0.0095,43.0,157.0
476,0.00952,43.0,157.0
477,0.00954,45.0,155.0
478,0.00956,44.0,156.0
479,0.00958,42.0,158.0
480,0.0096,42.0,158.0
481,0.00962,43.0,157.0
482,0.00964,45.0,155.0
483,0.00966,44.0,156.0
484,0.00968,45.0,155.0
485,0.0097,44.0,156.0
486,0.00972,44.0,156.0
487,0.00974,45.0,155.0
488,0.00976,42.0,158.0
489,0.00978,41.0,159.0
490,0.0098,42.0,158.0
491,0.00982,39.0,161.0
492,0.00984,40.0,160.0
493,0.00986,40.0,160.0
494,0.00988,41.0,159.0
495,0.0099,43.0,157.0
496,0.00992,45.0,155.0
497,0.00994,45.0,155.0
498,0.00996,45.0,155.0
499,0.00998,44.0,156.0
500,0.01,45.0,155.0
501,0.01002,44.0,156.0
502,0.01004,42.0,158.0
503,0.01006,43.0,157.0
504,0.01008,39.0,161.0
505,0.0101,39.0,161.0
506,0.01012,39.0,161.0
507,0.01014,42.0,158.0
508,0.01016,42.0,158.0
509,0.01018,43.0,157.0
510,0.0102,43.0,157.0
511,0.01022,40.0,160.0
512,0.01024,39.0,161.0
513,0.01026,41.0,159.0
514,0.01028,38.0,162.0
515,0.0103,39.0,161.0
516,0.01032,38.0,162.0
517,0.01034,39.0,161.0
518,0.01036,39.0,161.0
519,0.01038,42.0,158.0
520,0.0104,40.0,160.0
521,0.01042,39.0,161.0
522,0.01044,38.0,162.0
523,0.01046,38.0,162.0
524,0.01048,39.0,161.0
525,0.0105,38.0,162.0
526,0.01052,40.0,160.0
527,0.01054,38.0,162.0
528,0.01056,40.0,160.0
529,0.01058,36.0,164.0
530,0.0106,39.0,161.0
531,0.01062,39.0,161.0
532,0.01064,39.0,161.0
533,0.01066,41.0,159.0
534,0.01068,42.0,158.0
535,0.0107,40.0,160.0
536,0.01072,42.0,158.0
537,0.01074,44.0,156.0
538,0.01076,43.0,157.0
539,0.01078,42.0,158.0
540,0.0108,42.0,158.0
541,0.01082,42.0,158.0
542,0.01084,47.0,153.0
543,0.01086,44.0,156.0
544,0.01088,43.0,157.0
545,0.0109,42.0,158.0
546,0.01092,41.0,159.0
547,0.01094,40.0,160.0
548,0.01096,38.0,162.0
549,0.01098,37.0,163.0
550,0.011,40.0,160.0
551,0.01102,45.0,155.0
552,0.01104,44.0,156.0
553,0.01106,42.0,158.0
554,0.01108,44.0,156.0
555,0.0111,47.0,153.0
556,0.01112,47.0,153.0
557,0.01114,46.0,154.0
558,0.01116,44.0,156.0
559,0.01118,43.0,157.0
560,0.0112,44.0,156.0
561,0.01122,44.0,156.0
562,0.01124,44.0,156.0
563,0.01126,41.0,159.0
564,0.01128,42.0,158.0
565,0.0113,41.0,159.0
566,0.01132,41.0,159.0
567,0.01134,39.0,161.0
568,0.01136,39.0,161.0
569,0.01138,40.0,160.0
570,0.0114,39.0,161.0
571,0.01142,37.0,163.0
572,0.01144,35.0,165.0
573,0.01146,35.0,165.0
574,0.01148,36.0,164.0
575,0.0115,34.0,166.0
576,0.01152,37.0,163.0
577,0.01154,36.0,164.0
578,0.01156,33.0,167.0
579,0.01158,35.0,165.0
580,0.0116,34.0,166.0
581,0.01162,34.0,166.0
582,0.01164,34.0,166.0
583,0.01166,34.0,166.0
584,0.01168,34.0,166.0
585,0.0117,33.0,167.0
586,0.01172,33.0,167.0
587,0.01174,33.0,167.0
588,0.01176,34.0,166.0
589,0.01178,32.0,168.0
590,0.0118,35.0,165.0
591,0.01182,36.0,164.0
592,0.01184,39.0,161.0
593,0.01186,38.0,162.0
594,0.01188,38.0,162.0
595,0.0119,38.0,162.0
596,0.01192,37.0,163.0
597,0.01194,33.0,167.0
598,0.01196,34.0,166.0
599,0.01198,32.0,168.0
600,0.012,32.0,168.0
601,0.01202,33.0,167.0
602,0.01204,32.0,168.0
603,0.01206,35.0,165.0
604,0.01208,34.0,166.0
605,0.0121,33.0,167.0
606,0.01212,36.0,164.0
607,0.01214,34.0,166.0
608,0.01216,35.0,165.0
609,0.01218,34.0,166.0
610,0.0122,35.0,165.0
611,0.01222,33.0,167.0
612,0.01224,34.0,166.0
613,0.01226,37.0,163.0
614,0.01228,35.0,165.0
615,0.0123,36.0,164.0
616,0.01232,38.0,162.0
617,0.01234,38.0,162.0
618,0.01236,38.0,162.0
619,0.01238,38.0,162.0
620,0.0124,39.0,161.0
621,0.01242,40.0,160.0
622,0.01244,43.0,157.0
623,0.01246,38.0,162.0
624,0.01248,37.0,163.0
625,0.0125,38.0,162.0
626,0.01252,39.0,161.0
627,0.01254,41.0,159.0
628,0.01256,41.0,159.0
629,0.01258,41.0,159.0
630,0.0126,42.0,158.0
631,0.01262,43.0,157.0
632,0.01264,41.0,159.0
633,0.01266,42.0,158.0
634,0.01268,41.0,159.0
635,0.0127,41.0,159.0
636,0.01272,41.0,159.0
637,0.01274,40.0,160.0
638,0.01276,40.0,160.0
639,0.01278,43.0,157.0
640,0.0128,45.0,155.0
641,0.01282,49.0,151.0
642,0.01284,48.0,152.0
643,0.01286,46.0,154.0
644,0.01288,46.0,154.0
645,0.0129,47.0,153.0
646,0.01292,43.0,157.0
647,0.01294,45.0,155.0
648,0.01296,43.0,157.0
649,0.01298,44.0,156.0
650,0.013,43.0,157.0
651,0.01302,42.0,158.0
652,0.01304,42.0,158.0
653,0.01306,41.0,159.0
654,0.01308,44.0,156.0
655,0.0131,44.0,156.0
656,0.01312,44.0,156.0
657,0.01314,49.0,151.0
658,0.01316,46.0,154.0
659,0.01318,45.0,155.0
660,0.0132,45.0,155.0
661,0.01322,44.0,156.0
662,0.01324,44.0,156.0
663,0.01326,44.0,156.0
664,0.01328,44.0,156.0
665,0.0133,44.0,156.0
666,0.01332,41.0,159.0
667,0.01334,42.0,158.0
668,0.01336,41.0,159.0
669,0.01338,42.0,158.0
670,0.0134,43.0,157.0
671,0.01342,42.0,158.0
672,0.01344,46.0,154.0
673,0.01346,47.0,153.0
674,0.01348,48.0,152.0
675,0.0135,46.0,154.0
676,0.01352,46.0,154.0
677,0.01354,47.0,153.0
678,0.01356,47.0,153.0
679,0.01358,45.0,155.0
680,0.0136,43.0,157.0
681,0.01362,43.0,157.0
682,0.01364,43.0,157.0
683,0.01366,42.0,158.0
684,0.01368,40.0,160.0
685,0.0137,42.0,158.0
686,0.01372,41.0,159.0
687,0.01374,41.0,159.0
688,0.01376,41.0,159.0
689,0.01378,42.0,158.0
690,0.0138,43.0,157.0
691,0.01382,43.0,157.0
692,0.01384,42.0,158.0
693,0.01386,43.0,157.0
694,0.01388,45.0,155.0
695,0.0139,44.0,156.0
696,0.01392,44.0,156.0
697,0.01394,40.0,160.0
698,0.01396,43.0,157.0
699,0.01398,43.0,157.0
700,0.014,43.0,157.0
701,0.01402,46.0,154.0
702,0.01404,45.0,155.0
703,0.01406,46.0,154.0
704,0.01408,47.0,153.0
705,0.0141,48.0,152.0
706,0.01412,47.0,153.0
707,0.01414,48.0,152.0
708,0.01416,47.0,153.0
709,0.01418,48.0,152.0
710,0.0142,46.0,154.0
711,0.01422,47.0,153.0
712,0.01424,47.0,153.0
713,0.01426,46.0,154.0
714,0.01428,45.0,155.0
715,0.0143,45.0,155.0
716,0.01432,46.0,154.0
717,0.01434,45.0,155.0
718,0.01436,44.0,156.0
719,0.01438,44.0,156.0
720,0.0144,42.0,158.0
721,0.01442,40.0,160.0
722,0.01444,42.0,158.0
723,0.01446,41.0,159.0
724,0.01448,42.0,158.0
725,0.0145,42.0,158.0
726,0.01452,42.0,158.0
727,0.01454,44.0,156.0
728,0.01456,43.0,157.0
729,0.01458,44.0,156.0
730,0.0146,44.0,156.0
731,0.01462,44.0,156.0
732,0.01464,45.0,155.0
733,0.01466,45.0,155.0
734,0.01468,49.0,151.0
735,0.0147,50.0,150.0
736,0.01472,48.0,152.0
737,0.01474,48.0,152.0
738,0.01476,49.0,151.0
739,0.01478,49.0,151.0
740,0.0148,48.0,152.0
741,0.01482,47.0,153.0
742,0.01484,47.0,153.0
743,0.01486,49.0,151.0
744,0.01488,50.0,150.0
745,0.0149,50.0,150.0
746,0.01492,51.0,149.0
747,0.01494,52.0,148.0
748,0.01496,50.0,150.0
749,0.01498,49.0,151.0
750,0.015,49.0,151.0
751,0.01502,49.0,151.0
752,0.01504,49.0,151.0
753,0.01506,49.0,151.0
754,0.01508,49.0,151.0
755,0.0151,48.0,152.0
756,0.01512,46.0,154.0
757,0.01514,48.0,152.0
758,0.01516,46.0,154.0
759,0.01518,46.0,154.0
760,0.0152,45.0,155.0
761,0.01522,46.0,154.0
762,0.01524,46.0,154.0
763,0.01526,46.0,154.0
764,0.01528,43.0,157.0
765,0.0153,44.0,156.0
766,0.01532,45.0,155.0
767,0.01534,46.0,154.0
768,0.01536,46.0,154.0
769,0.01538,45.0,155.0
770,0.0154,44.0,156.0
771,0.01542,44.0,156.0
772,0.01544,44.0,156.0
773,0.01546,43.0,157.0
774,0.01548,42.0,158.0
775,0.0155,44.0,156.0
776,0.01552,41.0,159.0
777,0.01554,42.0,158.0
778,0.01556,44.0,156.0
779,0.01558,46.0,154.0
780,0.0156,44.0,156.0
781,0.01562,44.0,156.0
782,0.01564,44.0,156.0
783,0.01566,43.0,157.0
784,0.01568,42.0,158.0
785,0.0157,42.0,158.0
786,0.01572,41.0,159.0
787,0.01574,40.0,160.0
788,0.01576,39.0,161.0
789,0.01578,39.0,161.0
790,0.0158,39.0,161.0
791,0.01582,39.0,161.0
792,0.01584,40.0,160.0
793,0.01586,40.0,160.0
794,0.01588,44.0,156.0
795,0.0159,44.0,156.0
796,0.01592,44.0,156.0
797,0.01594,43.0,157.0
798,0.01596,43.0,157.0
799,0.01598,43.0,157.0
800,0.016,42.0,158.0
801,0.01602,42.0,158.0
802,0.01604,42.0,158.0
803,0.01606,45.0,155.0
804,0.01608,44.0,156.0
805,0.0161,43.0,157.0
806,0.01612,43.0,157.0
807,0.01614,44.0,156.0
808,0.01616,44.0,156.0
809,0.01618,42.0,158.0
810,0.0162,41.0,159.0
811,0.01622,41.0,159.0
812,0.01624,46.0,154.0
813,0.01626,45.0,155.0
814,0.01628,47.0,153.0
815,0.0163,44.0,156.0
816,0.01632,45.0,155.0
817,0.01634,46.0,154.0
818,0.01636,45.0,155.0
819,0.01638,45.0,155.0
820,0.0164,44.0,156.0
821,0.01642,45.0,155.0
822,0.01644,47.0,153.0
823,0.01646,48.0,152.0
824,0.01648,48.0,152.0
825,0.0165,49.0,151.0
826,0.01652,52.0,148.0
827,0.01654,51.0,149.0
828,0.01656,51.0,149.0
829,0.01658,47.0,153.0
830,0.0166,49.0,151.0
831,0.01662,49.0,151.0
832,0.01664,48.0,152.0
833,0.01666,45.0,155.0
834,0.01668,44.0,156.0
835,0.0167,47.0,153.0
836,0.01672,46.0,154.0
837,0.01674,45.0,155.0
838,0.01676,45.0,155.0
839,0.01678,46.0,154.0
840,0.0168,46.0,154.0
841,0.01682,47.0,153.0
842,0.01684,46.0,154.0
843,0.01686,49.0,151.0
844,0.01688,48.0,152.0
845,0.0169,50.0,150.0
846,0.01692,48.0,152.0
847,0.01694,46.0,154.0
848,0.01696,48.0,152.0
849,0.01698,47.0,153.0
850,0.017,46.0,154.0
851,0.01702,46.0,154.0
852,0.01704,46.0,154.0
853,0.01706,49.0,151.0
854,0.01708,49.0,151.0
855,0.0171,50.0,150.0
856,0.01712,50.0,150.0
857,0.01714,48.0,152.0
858,0.01716,44.0,156.0
859,0.01718,43.0,157.0
860,0.0172,42.0,158.0
861,0.01722,41.0,159.0
862,0.01724,39.0,161.0
863,0.01726,39.0,161.0
864,0.01728,38.0,162.0
865,0.0173,40.0,160.0
866,0.01732,41.0,159.0
867,0.01734,39.0,161.0
868,0.01736,39.0,161.0
869,0.01738,39.0,161.0
870,0.0174,40.0,160.0
871,0.01742,40.0,160.0
872,0.01744,38.0,162.0
873,0.01746,38.0,162.0
874,0.01748,37.0,163.0
875,0.0175,38.0,162.0
876,0.01752,39.0,161.0
877,0.01754,40.0,160.0
878,0.01756,41.0,159.0
879,0.01758,41.0,159.0
880,0.0176,39.0,161.0
881,0.01762,41.0,159.0
882,0.01764,39.0,161.0
883,0.01766,40.0,160.0
884,0.01768,39.0,161.0
885,0.0177,41.0,159.0
886,0.01772,40.0,160.0
887,0.01774,42.0,158.0
888,0.01776,41.0,159.0
889,0.01778,40.0,160.0
890,0.0178,40.0,160.0
891,0.01782,41.0,159.0
892,0.01784,38.0,162.0
893,0.01786,37.0,163.0
894,0.01788,38.0,162.0
895,0.0179,39.0,161.0
896,0.01792,39.0,161.0
897,0.01794,37.0,163.0
898,0.01796,37.0,163.0
899,0.01798,39.0,161.0
900,0.018,39.0,161.0
901,0.01802,42.0,158.0
902,0.01804,44.0,156.0
903,0.01806,43.0,157.0
904,0.01808,44.0,156.0
905,0.0181,43.0,157.0
906,0.01812,43.0,157.0
907,0.01814,46.0,154.0
908,0.01816,44.0,156.0
909,0.01818,45.0,155.0
910,0.0182,42.0,158.0
911,0.01822,44.0,156.0
912,0.01824,44.0,156.0
913,0.01826,43.0,157.0
914,0.01828,43.0,157.0
915,0.0183,44.0,156.0
916,0.01832,41.0,159.0
917,0.01834,42.0,158.0
918,0.01836,46.0,154.0
919,0.01838,45.0,155.0
920,0.0184,41.0,159.0
921,0.01842,36.0,164.0
922,0.01844,36.0,164.0
923,0.01846,38.0,162.0
924,0.01848,41.0,159.0
925,0.0185,41.0,159.0
926,0.01852,42.0,158.0
927,0.01854,43.0,157.0
928,0.01856,43.0,157.0
929,0.01858,42.0,158.0
930,0.0186,45.0,155.0
931,0.01862,42.0,158.0
932,0.01864,43.0,157.0
